pos	label	time	x	y	area	state	auto_type	final_state	is_fresh
054	58	103	94.0	172.0	1644.0	P	0	L	False
054	58	104	94.0	173.0	1616.0	P	0	L	False
054	58	105	93.0	173.0	1660.0	P	0	L	False
054	58	106	93.0	174.0	1666.0	P	0	L	False
054	58	107	94.0	173.0	1710.0	P	0	L	False
054	58	108	94.0	174.0	1668.0	P	0	L	False
054	58	109	93.0	174.0	1693.0	P	0	L	False
054	58	110	94.0	174.0	1689.0	P	0	L	False
054	58	111	94.0	175.0	1690.0	P	0	L	False
054	58	112	94.0	174.0	1697.0	P	0	L	False
054	58	113	93.0	175.0	1719.0	P	0	L	False
054	58	114	93.0	173.0	1684.0	P	0	L	False
054	58	115	93.0	174.0	1696.0	P	0	L	False
054	58	116	93.0	175.0	1688.0	P	0	L	False
054	58	117	86.0	167.0	1144.0	P	0	L	False
054	58	118	93.0	175.0	1703.0	P	0	L	False
054	58	119	93.0	175.0	1696.0	P	0	L	False
054	58	120	93.0	174.0	1715.0	P	0	L	False
054	58	121	93.0	174.0	1710.0	P	0	L	False
054	58	122	93.0	174.0	1741.0	P	0	L	False
054	58	123	93.0	173.0	1731.0	P	0	L	False
054	58	124	92.0	173.0	1707.0	P	0	L	False
054	58	125	92.0	174.0	1727.0	P	0	L	False
054	58	126	93.0	174.0	1724.0	P	0	L	False
054	58	127	93.0	175.0	1726.0	P	0	L	False
054	58	128	92.0	176.0	1719.0	P	0	L	False
054	58	129	92.0	175.0	1731.0	P	0	L	False
054	58	130	92.0	175.0	1732.0	P	0	L	False
054	58	131	94.0	175.0	1751.0	P	0	L	False
054	58	132	93.0	174.0	1763.0	P	0	L	False
054	58	133	93.0	175.0	1748.0	P	0	L	False
054	58	134	94.0	175.0	1769.0	P	0	L	False
054	58	135	93.0	174.0	1771.0	P	0	L	False
054	58	136	93.0	174.0	1764.0	P	0	L	False
054	58	137	94.0	175.0	1775.0	P	0	L	False
054	58	138	93.0	174.0	1773.0	P	0	L	False
054	58	139	94.0	175.0	1777.0	P	0	L	False
054	58	140	94.0	174.0	1793.0	P	0	L	False
054	58	141	94.0	175.0	1769.0	P	0	L	False
054	58	142	93.0	174.0	1785.0	P	0	L	False
054	58	143	93.0	175.0	1798.0	P	0	L	False
055	47	1	140	153	617	P	-1	S	False
055	47	2	138	156	533	S	-1	S	False
055	47	4	135	147	586	S	-1	S	False
055	47	5	135	135	579	P	-1	S	False
055	47	7	125	121	562	S	-1	S	False
055	47	9	104	115	598	P	-1	S	False
055	47	10	90	114	570	S	-1	S	False
055	47	13	74.0	125.0	531.0	S	1	S	False
055	47	14	73.0	126.0	530.0	P	0	S	False
055	47	15	72.0	127.0	559.0	S	1	S	False
055	47	16	71.0	127.0	538.0	P	1	S	False
055	47	17	71.0	128.0	577.0	P	1	S	False
055	47	18	70.0	130.0	569.0	S	1	S	False
055	47	19	70.0	131.0	552.0	P	0	S	False
055	47	20	70.0	130.0	570.0	P	0	S	False
055	47	21	70.0	130.0	571.0	S	1	S	False
055	47	22	71.0	129.0	568.0	P	0	S	False
055	47	23	71.0	131.0	595.0	P	0	S	False
055	47	24	73.0	129.0	584.0	S	1	S	False
055	47	25	72.0	130.0	580.0	P	0	S	False
055	47	26	72.0	130.0	600.0	P	0	S	False
055	47	27	73.0	130.0	560.0	S	0	S	False
055	47	28	70.0	129.0	601.0	P	0	S	False
055	47	29	70.0	130.0	585.0	S	1	S	False
055	47	30	71.0	130.0	618.0	P	0	S	False
055	47	31	70.0	130.0	644.0	P	0	S	False
055	47	32	69.0	129.0	693.0	P	0	S	False
055	47	33	69.0	130.0	662.0	S	1	S	False
055	47	34	69.0	130.0	648.0	P	0	S	False
055	47	35	69.0	131.0	691.0	P	0	S	False
055	47	36	69.0	131.0	673.0	S	1	S	False
055	47	37	69.0	131.0	682.0	P	0	S	False
055	47	38	70.0	130.0	720.0	P	0	S	False
055	47	39	70.0	132.0	681.0	S	1	S	False
055	47	40	70.0	131.0	686.0	P	0	S	False
055	47	41	69.0	131.0	717.0	P	0	S	False
055	47	42	70.0	131.0	754.0	S	1	S	False
055	47	43	70.0	131.0	731.0	P	0	S	False
055	47	44	71.0	124.0	1127.0	P	0	S	False
055	47	45	69.0	130.0	745.0	P	0	S	False
055	47	46	69.0	129.0	733.0	S	0	S	False
055	47	47	68.0	127.0	658.0	P	0	S	False
055	47	48	69.0	128.0	806.0	P	0	S	False
055	47	49	69.0	131.0	1074.0	S	1	S	False
055	47	50	67.0	125.0	743.0	P	0	S	False
055	47	51	67.0	126.0	791.0	P	0	S	False
055	47	52	67.0	126.0	755.0	S	0	S	False
055	47	53	67.0	127.0	764.0	P	0	S	False
055	47	54	67.0	130.0	818.0	P	0	S	False
055	47	55	66.0	129.0	808.0	P	0	S	False
055	47	56	66.0	129.0	789.0	S	0	S	False
055	47	59	66	129	957	S	-1	S	False
055	47	63	66	125	961	S	-1	S	False
055	47	69	59	116	1032	S	-1	S	False
055	47	73	65	117	1053	S	-1	S	False
055	47	76	66	115	986	S	-1	S	False
055	47	79	64	112	1004	S	-1	S	False
055	47	82	62	114	1008	S	-1	S	False
055	47	89	62	117	1155	S	-1	S	False
055	47	98	58	131	1123	S	-1	S	False
055	47	104	60.0	132.0	838.0	P	0	S	False
055	47	105	60.0	132.0	805.0	P	0	S	False
055	47	106	60.0	134.0	778.0	P	0	S	False
055	47	107	60.0	133.0	791.0	P	0	S	False
055	47	108	60.0	133.0	779.0	P	0	S	False
055	47	109	59.0	132.0	760.0	P	0	S	False
055	47	110	59.0	132.0	789.0	P	0	S	False
055	47	111	59.0	132.0	785.0	P	0	S	False
055	47	112	59.0	132.0	771.0	P	0	S	False
055	47	113	58.0	133.0	782.0	P	0	S	False
055	47	114	58.0	133.0	803.0	P	0	S	False
055	47	115	58.0	132.0	799.0	P	0	S	False
055	47	116	58.0	133.0	785.0	P	0	S	False
055	47	117	58.0	133.0	769.0	P	0	S	False
055	47	118	58.0	133.0	776.0	P	0	S	False
055	47	119	58.0	133.0	774.0	P	0	S	False
055	47	120	58.0	132.0	772.0	P	0	S	False
055	47	121	58.0	133.0	771.0	P	0	S	False
055	47	122	58.0	133.0	788.0	P	0	S	False
055	47	123	58.0	132.0	770.0	P	0	S	False
055	47	124	57.0	133.0	830.0	P	0	S	False
055	47	125	57.0	132.0	797.0	P	0	S	False
055	47	126	58.0	133.0	795.0	P	0	S	False
055	47	127	58.0	133.0	790.0	P	0	S	False
055	47	128	57.0	133.0	782.0	P	0	S	False
055	47	129	57.0	133.0	782.0	P	0	S	False
055	47	130	56.0	132.0	784.0	P	0	S	False
055	47	131	57.0	133.0	776.0	P	0	S	False
055	47	132	56.0	132.0	778.0	P	0	S	False
055	47	133	56.0	133.0	777.0	P	0	S	False
055	47	134	57.0	133.0	780.0	P	0	S	False
055	47	135	56.0	132.0	774.0	P	0	S	False
055	47	136	56.0	133.0	790.0	P	0	S	False
055	47	137	56.0	133.0	776.0	P	0	S	False
055	47	138	57.0	132.0	783.0	P	0	S	False
055	47	139	57.0	133.0	775.0	P	0	S	False
055	47	140	57.0	133.0	793.0	P	0	S	False
055	47	141	57.0	133.0	793.0	P	0	S	False
055	47	142	56.0	133.0	792.0	P	0	S	False
055	47	143	56.0	133.0	780.0	P	0	S	False
055	80	2	165	150	604	S	-1	S	False
055	80	6	156	149	578	S	-1	S	False
055	80	9	145.0	144.0	519.0	P	0	S	False
055	80	10	148.0	145.0	469.0	S	1	S	False
055	80	11	148.0	145.0	470.0	P	0	S	False
055	80	12	148.0	145.0	493.0	P	0	S	False
055	80	13	149.0	144.0	542.0	P	0	S	False
055	80	14	149.0	144.0	584.0	P	1	S	False
055	80	15	150.0	145.0	575.0	S	1	S	False
055	80	16	150.0	145.0	572.0	P	0	S	False
055	80	17	149.0	145.0	576.0	P	0	S	False
055	80	18	149.0	146.0	475.0	P	0	S	False
055	80	19	152.0	148.0	457.0	P	0	S	False
055	80	20	153.0	148.0	466.0	P	0	S	False
055	80	21	151.0	142.0	462.0	P	0	S	False
055	80	22	152.0	141.0	460.0	P	0	S	False
055	80	23	150.0	141.0	461.0	P	0	S	False
055	80	24	152.0	140.0	455.0	P	0	S	False
055	80	25	150.0	137.0	435.0	P	0	S	False
055	80	26	151.0	136.0	448.0	P	0	S	False
055	80	27	154.0	138.0	463.0	P	0	S	False
055	80	28	151.0	137.0	449.0	P	0	S	False
055	80	29	152.0	136.0	448.0	P	0	S	False
055	80	30	151.0	136.0	436.0	P	0	S	False
055	80	31	151.0	136.0	415.0	P	0	S	False
055	80	32	152.0	135.0	413.0	P	0	S	False
055	15	1	111.0	144.0	531.0	P	0	L	False
055	15	2	109.0	144.0	564.0	P	1	L	False
055	15	3	107.0	145.0	531.0	S	1	L	False
055	15	4	105.0	145.0	571.0	P	0	L	False
055	15	5	105.0	145.0	597.0	S	1	L	False
055	15	6	104.0	146.0	591.0	P	0	L	False
055	15	7	101.0	147.0	610.0	P	0	L	False
055	15	8	100.0	147.0	560.0	S	0	L	False
055	15	9	99.0	147.0	609.0	P	0	L	False
055	15	10	100.0	144.0	585.0	S	1	L	False
055	15	11	99.0	143.0	590.0	P	0	L	False
055	15	13	100.0	142.0	585.0	S	0	L	False
055	15	14	100.0	141.0	626.0	P	0	L	False
055	15	15	101.0	139.0	611.0	P	0	L	False
055	15	16	100.0	138.0	671.0	P	0	L	False
055	15	17	100.0	139.0	661.0	S	1	L	False
055	15	18	100.0	135.0	659.0	P	1	L	False
055	15	19	100.0	135.0	682.0	P	0	L	False
055	15	20	101.0	133.0	692.0	S	1	L	False
055	15	21	101.0	134.0	641.0	P	1	L	False
055	15	22	101.0	138.0	687.0	P	0	L	False
055	15	23	101.0	137.0	679.0	P	0	L	False
055	15	24	101.0	136.0	662.0	S	1	L	False
055	15	25	100.0	139.0	643.0	P	0	L	False
055	15	26	100.0	139.0	686.0	P	0	L	False
055	15	27	101.0	141.0	698.0	S	1	L	False
055	15	28	100.0	138.0	700.0	P	0	L	False
055	15	29	101.0	139.0	721.0	P	0	L	False
055	15	30	100.0	140.0	740.0	S	1	L	False
055	15	31	100.0	138.0	712.0	P	0	L	False
055	15	32	99.0	137.0	702.0	P	0	L	False
055	15	33	100.0	139.0	771.0	P	0	L	False
055	15	34	99.0	138.0	694.0	S	0	L	False
055	15	35	99.0	139.0	706.0	P	0	L	False
055	15	36	100.0	138.0	766.0	P	0	L	False
055	15	37	101.0	139.0	778.0	S	1	L	False
055	15	38	101.0	138.0	698.0	P	0	L	False
055	15	39	101.0	138.0	750.0	P	0	L	False
055	15	40	109.0	130.0	1423.0	P	0	L	False
055	15	41	108.0	133.0	1516.0	S	1	L	False
055	15	42	102.0	140.0	779.0	P	0	L	False
055	15	43	103.0	140.0	820.0	P	0	L	False
055	15	44	102.0	140.0	851.0	P	0	L	False
055	15	45	102.0	139.0	814.0	S	1	L	False
055	15	46	101.0	139.0	789.0	P	0	L	False
055	15	47	101.0	138.0	826.0	P	0	L	False
055	15	48	102.0	140.0	877.0	P	0	L	False
055	15	49	99.0	137.0	824.0	S	1	L	False
055	15	50	100.0	137.0	819.0	P	0	L	False
055	15	51	100.0	137.0	899.0	P	0	L	False
055	15	52	100.0	136.0	910.0	P	1	L	False
055	15	53	100.0	135.0	917.0	P	0	L	False
055	15	54	101.0	134.0	895.0	S	0	L	False
055	15	55	99.0	133.0	859.0	P	0	L	False
055	15	56	99.0	133.0	874.0	P	0	L	False
055	15	57	98.0	127.0	1593.0	P	0	L	False
055	15	58	79.0	133.0	2613.0	P	0	L	False
055	15	59	84.0	130.0	2080.0	S	0	L	False
055	15	60	100.0	134.0	929.0	P	0	L	False
055	15	61	84.0	130.0	2073.0	P	0	L	False
055	15	62	101.0	135.0	955.0	P	0	L	False
055	15	63	100.0	135.0	943.0	P	0	L	False
055	15	64	101.0	134.0	1004.0	P	0	L	False
055	15	65	100.0	134.0	1007.0	P	0	L	False
055	15	66	101.0	134.0	1014.0	S	1	L	False
055	15	67	100.0	135.0	1000.0	P	0	L	False
055	15	68	98.0	137.0	982.0	P	0	L	False
055	15	69	98.0	138.0	967.0	P	0	L	False
055	15	70	98.0	138.0	994.0	P	0	L	False
055	15	71	97.0	137.0	1022.0	P	0	L	False
055	15	72	82.0	128.0	2458.0	P	0	L	False
055	15	74	98.0	138.0	1099.0	P	0	L	False
055	15	75	98.0	138.0	1147.0	P	0	L	False
055	15	76	85.0	127.0	3045.0	P	0	L	False
055	15	77	84.0	129.0	2465.0	P	0	L	False
055	15	78	84.0	129.0	2502.0	P	0	L	False
055	15	79	86.0	126.0	3147.0	P	0	L	False
055	15	80	97.0	131.0	1864.0	P	0	L	False
055	15	81	98.0	132.0	1830.0	P	0	L	False
055	15	82	82.0	128.0	2700.0	P	0	L	False
055	15	83	99.0	138.0	1295.0	P	0	L	False
055	15	84	90.0	142.0	2276.0	S	0	L	False
055	15	85	104.0	143.0	1161.0	P	0	L	False
055	15	86	90.0	144.0	2294.0	P	1	L	False
055	15	87	103.0	143.0	1270.0	P	0	L	False
055	15	88	104.0	144.0	1214.0	P	0	L	False
055	15	89	107.0	147.0	1357.0	P	0	L	False
055	15	90	107.0	149.0	1342.0	P	0	L	False
055	15	95	115.0	147.0	2203.0	P	0	L	False
055	15	96	120.0	153.0	4325.0	P	0	L	False
055	15	97	116.0	148.0	2135.0	P	0	L	False
055	15	98	113.0	158.0	4818.0	P	0	L	False
055	15	99	114.0	148.0	2161.0	P	0	L	False
055	15	100	104.0	150.0	3116.0	P	0	L	False
055	15	101	110.0	152.0	6402.0	P	0	L	False
055	15	102	97.0	146.0	8185.0	P	0	L	False
055	15	103	99.0	151.0	6900.0	P	0	L	False
055	15	104	119.0	155.0	4553.0	P	0	L	False
055	15	105	123.0	158.0	3541.0	P	0	L	False
055	15	106	125.0	158.0	4451.0	P	0	L	False
055	15	107	117.0	155.0	4564.0	P	0	L	False
055	15	108	122.0	158.0	3662.0	P	0	L	False
055	15	109	119.0	157.0	3955.0	P	0	L	False
055	15	110	122.0	157.0	3694.0	P	0	L	False
055	15	111	113.0	146.0	2555.0	P	0	L	False
055	15	112	109.0	138.0	3613.0	P	0	L	False
055	15	113	110.0	137.0	3442.0	P	0	L	False
055	15	114	116.0	150.0	4902.0	P	0	L	False
055	15	115	110.0	136.0	3433.0	P	0	L	False
055	15	116	119.0	155.0	4458.0	P	0	L	False
055	15	117	108.0	124.0	5316.0	P	0	L	False
055	15	118	113.0	143.0	3101.0	P	0	L	False
055	15	130	119.0	147.0	1930.0	P	0	L	False
055	15	131	105.0	127.0	5561.0	P	0	L	False
055	15	132	100.0	144.0	1774.0	P	0	L	False
055	15	133	107.0	143.0	3402.0	P	0	L	False
055	15	134	101.0	145.0	1813.0	P	0	L	False
055	15	135	103.0	145.0	1998.0	P	0	L	False
055	15	136	101.0	146.0	1974.0	P	0	L	False
055	15	137	102.0	145.0	1978.0	P	0	L	False
055	15	138	103.0	143.0	1922.0	P	0	L	False
055	15	139	102.0	146.0	1912.0	P	0	L	False
055	15	140	99.0	122.0	3935.0	P	0	L	False
055	15	141	100.0	124.0	4172.0	P	0	L	False
055	15	142	100.0	140.0	2404.0	P	0	L	False
055	15	143	100.0	140.0	2483.0	P	0	L	False
056	7	1	113.0	117.0	583.0	P	0	S	False
056	7	2	111.0	115.0	900.0	S	1	S	False
056	7	3	112.0	119.0	575.0	P	0	S	False
056	7	4	114.0	119.0	499.0	P	0	S	False
056	7	5	107.0	113.0	971.0	S	0	S	False
056	7	6	107.0	114.0	1006.0	P	0	S	False
056	7	7	105.0	112.0	997.0	S	1	S	False
056	7	8	105.0	113.0	943.0	P	0	S	False
056	7	9	105.0	113.0	1021.0	P	0	S	False
056	7	10	106.0	115.0	1010.0	S	1	S	False
056	7	11	107.0	115.0	1059.0	P	0	S	False
056	7	12	107.0	115.0	1024.0	S	1	S	False
056	7	13	108.0	116.0	1010.0	P	0	S	False
056	7	14	107.0	116.0	1033.0	P	0	S	False
056	7	15	107.0	116.0	1040.0	S	1	S	False
056	7	16	107.0	116.0	1045.0	P	0	S	False
056	7	17	107.0	116.0	1069.0	P	0	S	False
056	7	18	109.0	117.0	1049.0	P	0	S	False
056	7	19	108.0	117.0	1037.0	S	1	S	False
056	7	20	107.0	117.0	1027.0	P	0	S	False
056	7	21	109.0	117.0	995.0	P	0	S	False
056	7	22	108.0	117.0	1005.0	P	0	S	False
056	7	23	107.0	116.0	1041.0	P	0	S	False
056	7	24	108.0	118.0	1057.0	P	0	S	False
056	7	25	108.0	117.0	1056.0	P	0	S	False
056	7	26	107.0	117.0	1077.0	S	1	S	False
056	7	27	107.0	117.0	1069.0	P	0	S	False
056	7	28	106.0	117.0	1062.0	P	0	S	False
056	7	29	106.0	118.0	1085.0	P	0	S	False
056	7	30	106.0	118.0	1112.0	P	0	S	False
056	7	31	106.0	117.0	1094.0	P	0	S	False
056	7	32	106.0	118.0	1112.0	P	0	S	False
056	7	33	106.0	117.0	1111.0	P	0	S	False
056	7	34	106.0	118.0	1124.0	P	0	S	False
056	7	35	106.0	118.0	1134.0	P	0	S	False
056	7	36	106.0	118.0	1136.0	P	0	S	False
056	7	37	106.0	118.0	1135.0	P	0	S	False
056	7	38	106.0	118.0	1133.0	P	0	S	False
056	7	39	106.0	118.0	1140.0	P	0	S	False
056	7	40	106.0	117.0	1123.0	P	0	S	False
056	7	41	106.0	117.0	1130.0	P	0	S	False
056	7	42	106.0	117.0	1133.0	P	0	S	False
056	7	43	106.0	118.0	1144.0	P	0	S	False
056	7	44	106.0	117.0	1142.0	P	0	S	False
056	7	45	106.0	118.0	1139.0	P	0	S	False
056	7	46	106.0	117.0	1151.0	P	0	S	False
056	7	47	106.0	117.0	1138.0	P	0	S	False
056	7	48	106.0	117.0	1157.0	P	0	S	False
056	7	49	106.0	118.0	1131.0	P	0	S	False
056	7	50	106.0	117.0	1148.0	P	0	S	False
056	7	51	106.0	118.0	1162.0	P	0	S	False
056	7	52	106.0	117.0	1188.0	P	0	S	False
056	7	53	106.0	117.0	1203.0	P	0	S	False
056	7	54	106.0	117.0	1180.0	P	0	S	False
056	7	55	105.0	117.0	1184.0	P	0	S	False
056	7	56	106.0	117.0	1208.0	P	0	S	False
056	7	57	106.0	117.0	1209.0	P	0	S	False
056	7	58	106.0	118.0	1208.0	P	0	S	False
056	7	59	106.0	117.0	1202.0	P	0	S	False
056	7	60	106.0	117.0	1231.0	P	0	S	False
056	7	61	106.0	118.0	1211.0	P	0	S	False
056	7	62	106.0	117.0	1228.0	P	0	S	False
056	7	63	106.0	118.0	1208.0	P	0	S	False
056	7	64	106.0	118.0	1204.0	P	0	S	False
056	7	65	106.0	117.0	1223.0	P	0	S	False
056	7	66	106.0	117.0	1238.0	P	0	S	False
056	7	67	106.0	118.0	1245.0	P	0	S	False
056	7	68	106.0	117.0	1234.0	P	0	S	False
056	7	69	106.0	117.0	1255.0	P	0	S	False
056	7	70	106.0	115.0	1223.0	P	0	S	False
056	7	71	106.0	118.0	1219.0	P	0	S	False
056	7	72	107.0	118.0	1292.0	P	0	S	False
056	7	73	106.0	118.0	1276.0	P	0	S	False
056	7	74	106.0	118.0	1284.0	P	0	S	False
056	7	75	106.0	118.0	1262.0	P	0	S	False
056	7	76	106.0	117.0	1295.0	P	0	S	False
056	7	77	106.0	116.0	1275.0	P	0	S	False
056	7	78	105.0	117.0	1309.0	P	0	S	False
056	7	79	105.0	117.0	1310.0	P	0	S	False
056	7	80	106.0	118.0	1295.0	P	0	S	False
056	7	81	106.0	117.0	1323.0	P	0	S	False
056	7	82	106.0	116.0	1322.0	P	0	S	False
056	7	83	105.0	117.0	1312.0	P	0	S	False
056	7	84	106.0	117.0	1349.0	P	0	S	False
056	7	85	106.0	116.0	1313.0	P	0	S	False
056	7	86	107.0	116.0	1346.0	P	0	S	False
056	7	87	107.0	116.0	1353.0	P	0	S	False
056	7	88	107.0	114.0	1329.0	P	0	S	False
056	7	89	107.0	116.0	1336.0	P	0	S	False
056	7	90	106.0	117.0	1387.0	P	0	S	False
056	7	91	106.0	117.0	1377.0	P	0	S	False
056	7	92	106.0	117.0	1352.0	P	0	S	False
056	7	93	106.0	117.0	1372.0	P	0	S	False
056	7	95	110.0	124.0	2850.0	P	0	S	False
056	7	96	106.0	115.0	1307.0	P	0	S	False
056	7	97	106.0	117.0	1382.0	P	0	S	False
056	7	98	106.0	117.0	1394.0	P	0	S	False
056	7	99	106.0	115.0	1346.0	P	0	S	False
056	7	100	106.0	115.0	1349.0	P	0	S	False
056	7	101	105.0	115.0	1343.0	P	0	S	False
056	7	102	105.0	115.0	1336.0	P	0	S	False
056	7	103	105.0	115.0	1327.0	P	0	S	False
056	7	104	106.0	114.0	1315.0	P	0	S	False
056	7	105	106.0	115.0	1351.0	P	0	S	False
056	7	106	106.0	115.0	1357.0	P	0	S	False
056	7	107	105.0	116.0	1366.0	P	0	S	False
056	7	108	114.0	117.0	1982.0	P	0	S	False
056	7	109	106.0	115.0	1374.0	P	0	S	False
056	7	110	106.0	116.0	1371.0	P	0	S	False
056	7	111	106.0	117.0	1387.0	P	0	S	False
056	7	112	106.0	116.0	1342.0	P	0	S	False
056	7	113	106.0	117.0	1371.0	P	0	S	False
056	7	114	114.0	117.0	1856.0	P	0	S	False
056	7	115	106.0	116.0	1361.0	P	0	S	False
056	7	116	106.0	116.0	1368.0	P	0	S	False
056	7	117	106.0	117.0	1389.0	P	0	S	False
056	7	118	106.0	116.0	1351.0	P	0	S	False
056	7	119	105.0	117.0	1356.0	P	0	S	False
056	7	120	106.0	117.0	1389.0	P	0	S	False
056	7	121	110.0	125.0	2877.0	P	0	S	False
056	7	122	105.0	116.0	1384.0	P	0	S	False
056	7	123	102.0	125.0	1903.0	P	0	S	False
056	7	124	105.0	115.0	1334.0	P	0	S	False
056	7	125	105.0	114.0	1350.0	P	0	S	False
056	7	126	105.0	117.0	1383.0	P	0	S	False
056	7	128	102.0	125.0	1999.0	P	0	S	False
056	7	129	105.0	115.0	1360.0	P	0	S	False
056	7	130	104.0	115.0	1352.0	P	0	S	False
056	7	131	105.0	116.0	1373.0	P	0	S	False
056	7	132	105.0	116.0	1374.0	P	0	S	False
056	7	133	105.0	116.0	1361.0	P	0	S	False
056	7	134	105.0	115.0	1367.0	P	0	S	False
056	7	135	105.0	116.0	1359.0	P	0	S	False
056	7	136	106.0	115.0	1366.0	P	0	S	False
056	7	137	106.0	117.0	1373.0	P	0	S	False
056	7	138	107.0	114.0	1320.0	P	0	S	False
056	7	139	106.0	112.0	1325.0	P	1	S	False
056	7	140	105.0	119.0	950.0	P	0	S	False
056	7	141	104.0	119.0	887.0	P	0	S	False
056	7	142	105.0	104.0	1869.0	P	0	S	False
051	33	2	134	142	763	S	-1	S	False
051	33	4	123.0	134.0	199.0	P	0	S	False
051	33	5	124.0	129.0	550.0	S	0	S	False
051	33	6	124.0	130.0	574.0	P	0	S	False
051	33	7	122.0	129.0	589.0	P	0	S	False
051	33	8	123.0	129.0	578.0	S	0	S	False
051	33	9	122.0	129.0	584.0	P	0	S	False
051	33	10	122.0	129.0	655.0	P	0	S	False
051	33	11	118.0	125.0	617.0	S	0	S	False
051	33	12	117.0	124.0	608.0	P	0	S	False
051	33	13	116.0	123.0	664.0	P	0	S	False
051	33	14	114.0	123.0	621.0	S	1	S	False
051	33	15	109.0	124.0	627.0	P	0	S	False
051	33	16	108.0	125.0	707.0	P	0	S	False
051	33	17	105.0	122.0	621.0	S	1	S	False
051	33	18	105.0	121.0	615.0	P	0	S	False
051	33	19	105.0	121.0	673.0	P	0	S	False
051	33	20	105.0	120.0	669.0	P	0	S	False
051	33	21	105.0	120.0	668.0	S	0	S	False
051	33	22	106.0	119.0	686.0	P	0	S	False
051	33	23	105.0	121.0	738.0	P	0	S	False
051	33	24	105.0	120.0	742.0	P	0	S	False
051	33	25	106.0	122.0	757.0	S	0	S	False
051	33	26	106.0	122.0	753.0	P	0	S	False
051	33	27	106.0	122.0	773.0	P	0	S	False
051	33	28	105.0	121.0	814.0	P	1	S	False
051	33	29	106.0	122.0	876.0	P	0	S	False
051	33	30	106.0	122.0	916.0	S	1	S	False
051	33	31	106.0	122.0	850.0	P	0	S	False
051	33	32	106.0	122.0	863.0	P	0	S	False
051	33	33	106.0	122.0	884.0	P	0	S	False
051	33	34	106.0	122.0	921.0	P	0	S	False
051	33	35	104.0	123.0	949.0	P	0	S	False
051	33	36	102.0	123.0	969.0	P	0	S	False
051	33	37	99.0	124.0	968.0	S	1	S	False
051	33	38	114.0	112.0	2116.0	P	0	S	False
051	33	40	99.0	125.0	782.0	P	0	S	False
051	33	41	98.0	125.0	767.0	P	0	S	False
051	33	42	99.0	125.0	777.0	P	0	S	False
051	33	43	98.0	125.0	764.0	P	0	S	False
051	33	44	98.0	124.0	760.0	P	0	S	False
051	33	45	98.0	124.0	761.0	P	0	S	False
051	33	46	99.0	125.0	772.0	P	0	S	False
051	33	47	99.0	124.0	765.0	P	0	S	False
051	33	48	99.0	125.0	773.0	P	0	S	False
051	33	49	99.0	125.0	783.0	P	0	S	False
051	33	50	99.0	125.0	757.0	P	0	S	False
051	33	51	98.0	125.0	761.0	P	0	S	False
051	33	52	98.0	125.0	746.0	P	0	S	False
051	33	53	99.0	125.0	766.0	P	0	S	False
051	33	54	99.0	126.0	762.0	P	0	S	False
051	33	55	98.0	125.0	777.0	P	0	S	False
051	33	56	99.0	125.0	758.0	P	0	S	False
051	33	57	99.0	125.0	775.0	P	0	S	False
051	33	58	99.0	125.0	764.0	P	0	S	False
051	33	59	99.0	125.0	772.0	P	0	S	False
051	33	60	99.0	125.0	781.0	P	0	S	False
051	33	61	99.0	126.0	761.0	P	0	S	False
051	33	62	99.0	126.0	756.0	P	0	S	False
051	33	63	99.0	126.0	755.0	P	0	S	False
051	33	64	99.0	125.0	765.0	P	0	S	False
051	33	65	98.0	125.0	745.0	P	0	S	False
051	33	66	99.0	126.0	755.0	P	0	S	False
051	33	67	99.0	126.0	776.0	P	0	S	False
051	33	68	99.0	126.0	753.0	P	0	S	False
051	33	69	98.0	126.0	749.0	P	0	S	False
051	33	70	99.0	126.0	750.0	P	0	S	False
051	33	71	99.0	126.0	754.0	P	0	S	False
051	33	72	99.0	126.0	753.0	P	0	S	False
051	33	73	99.0	126.0	741.0	P	0	S	False
051	33	74	99.0	126.0	756.0	P	0	S	False
051	33	75	99.0	126.0	745.0	P	0	S	False
051	33	76	98.0	126.0	751.0	P	0	S	False
051	33	77	99.0	126.0	742.0	P	0	S	False
051	33	78	99.0	126.0	742.0	P	0	S	False
051	33	79	99.0	126.0	765.0	P	0	S	False
051	33	80	99.0	126.0	765.0	P	0	S	False
051	33	81	99.0	126.0	754.0	P	0	S	False
051	33	82	99.0	126.0	752.0	P	0	S	False
051	33	83	98.0	126.0	755.0	P	0	S	False
051	33	84	98.0	126.0	762.0	P	0	S	False
051	33	85	98.0	127.0	768.0	P	0	S	False
051	33	86	99.0	126.0	755.0	P	0	S	False
051	33	87	99.0	127.0	759.0	P	0	S	False
051	33	88	98.0	126.0	743.0	P	0	S	False
051	33	89	99.0	126.0	749.0	P	0	S	False
051	33	90	98.0	127.0	762.0	P	0	S	False
051	33	91	98.0	127.0	751.0	P	0	S	False
051	33	92	99.0	127.0	762.0	P	0	S	False
051	33	93	98.0	126.0	756.0	P	0	S	False
051	33	94	98.0	127.0	758.0	P	0	S	False
051	33	95	98.0	126.0	753.0	P	0	S	False
051	33	96	99.0	126.0	750.0	P	0	S	False
051	33	97	99.0	127.0	758.0	P	0	S	False
051	33	98	99.0	126.0	736.0	P	0	S	False
051	33	99	98.0	127.0	750.0	P	0	S	False
051	33	100	98.0	126.0	739.0	P	0	S	False
051	33	101	98.0	126.0	740.0	P	0	S	False
