pos	label	time	x	y	area	state	auto_type	final_state	is_fresh
010	10	28	118.0	146.0	668.0	P	0	L	False
010	10	29	123.0	140.0	1050.0	S	1	L	False
010	10	30	119.0	145.0	652.0	P	0	L	False
010	10	31	120.0	145.0	622.0	P	0	L	False
010	10	32	120.0	145.0	668.0	P	0	L	False
010	10	33	119.0	145.0	698.0	P	0	L	False
010	10	34	121.0	148.0	652.0	S	1	L	False
010	10	35	116.0	145.0	649.0	P	0	L	False
010	10	36	115.0	146.0	630.0	P	0	L	False
010	10	37	115.0	144.0	659.0	P	0	L	False
010	10	38	115.0	144.0	747.0	P	0	L	False
010	10	39	116.0	146.0	665.0	S	1	L	False
010	10	40	115.0	144.0	648.0	P	0	L	False
010	10	41	115.0	145.0	654.0	P	0	L	False
010	10	42	116.0	144.0	712.0	P	0	L	False
010	10	43	109.0	140.0	1032.0	P	0	L	False
010	10	44	100.0	136.0	728.0	P	0	L	False
010	10	45	96.0	129.0	1266.0	S	1	L	False
010	10	46	96.0	132.0	736.0	P	0	L	False
010	10	47	90.0	130.0	764.0	P	0	L	False
010	10	48	87.0	131.0	755.0	P	0	L	False
010	10	49	86.0	133.0	739.0	P	0	L	False
010	10	50	83.0	133.0	773.0	P	0	L	False
010	10	52	84	132	924	S	-1	L	False
010	10	53	83.0	133.0	682.0	P	0	L	False
010	10	54	82.0	132.0	812.0	P	0	L	False
010	10	55	86.0	135.0	1083.0	P	0	L	False
010	10	56	81.0	133.0	736.0	P	0	L	False
010	10	57	75.0	130.0	819.0	S	1	L	False
010	10	58	68.0	131.0	782.0	P	0	L	False
010	10	59	67.0	131.0	774.0	P	0	L	False
010	10	60	66.0	133.0	731.0	P	0	L	False
010	10	61	57.0	126.0	872.0	P	1	L	False
010	10	62	54.0	126.0	836.0	P	0	L	False
010	10	63	55.0	126.0	838.0	P	0	L	False
010	10	64	55.0	127.0	851.0	S	1	L	False
010	10	65	53.0	127.0	815.0	P	0	L	False
010	10	66	55.0	129.0	847.0	P	0	L	False
010	10	67	50.0	129.0	827.0	P	0	L	False
010	10	68	51.0	129.0	826.0	S	1	L	False
010	10	69	50.0	128.0	803.0	P	0	L	False
010	10	70	50.0	128.0	808.0	P	0	L	False
010	10	71	49.0	128.0	848.0	P	0	L	False
010	10	72	49.0	128.0	833.0	P	0	L	False
010	10	73	50.0	128.0	808.0	S	1	L	False
010	10	74	50.0	128.0	811.0	P	0	L	False
010	10	75	50.0	128.0	853.0	P	0	L	False
010	10	76	50.0	130.0	764.0	P	0	L	False
010	10	77	50.0	131.0	769.0	P	1	L	False
010	10	78	48.0	128.0	846.0	S	1	L	False
010	10	79	47.0	122.0	1336.0	P	0	L	False
010	10	80	48.0	130.0	799.0	P	0	L	False
010	10	81	49.0	128.0	900.0	P	0	L	False
010	10	82	49.0	129.0	918.0	P	0	L	False
010	10	83	43.0	132.0	838.0	S	1	L	False
010	10	84	41.0	130.0	778.0	P	0	L	False
010	10	85	46.0	134.0	1369.0	P	0	L	False
010	10	86	41.0	127.0	902.0	P	0	L	False
010	10	87	42.0	129.0	948.0	P	0	L	False
010	10	88	47.0	133.0	1339.0	P	1	L	False
010	10	89	44.0	133.0	1303.0	S	0	L	False
010	10	91	36.0	126.0	884.0	P	0	L	False
010	10	92	36.0	126.0	890.0	P	0	L	False
010	10	93	38.0	126.0	885.0	P	1	L	False
010	10	94	31.0	128.0	870.0	P	0	L	False
010	10	95	28.0	129.0	833.0	P	0	L	False
010	10	96	29.0	129.0	851.0	P	0	L	False
010	10	97	30.0	128.0	976.0	P	0	L	False
010	10	98	30.0	129.0	901.0	P	0	L	False
010	10	99	30.0	127.0	980.0	P	0	L	False
010	10	100	29.0	129.0	914.0	P	0	L	False
010	10	101	30.0	128.0	1023.0	P	0	L	False
010	10	102	30.0	127.0	1026.0	P	0	L	False
010	10	103	30.0	129.0	965.0	P	0	L	False
010	10	104	30.0	129.0	967.0	P	0	L	False
010	10	105	30.0	130.0	990.0	P	0	L	False
010	10	106	30.0	128.0	949.0	P	0	L	False
010	10	107	32.0	121.0	1414.0	P	0	L	False
010	10	108	29.0	128.0	900.0	P	0	L	False
010	10	109	29.0	127.0	932.0	P	0	L	False
010	10	110	30.0	126.0	1007.0	P	0	L	False
010	10	111	32.0	120.0	1420.0	P	0	L	False
010	10	112	29.0	127.0	911.0	P	0	L	False
010	10	113	29.0	128.0	924.0	P	0	L	False
010	10	114	33.0	122.0	1521.0	P	0	L	False
010	10	115	28.0	126.0	959.0	P	0	L	False
010	10	116	28.0	127.0	932.0	P	0	L	False
010	10	117	31.0	120.0	1413.0	S	0	L	False
010	10	118	27.0	126.0	841.0	P	0	L	False
010	10	119	26.0	126.0	854.0	P	0	L	False
010	10	120	27.0	126.0	855.0	P	0	L	False
010	10	121	27.0	126.0	866.0	P	0	L	False
010	10	122	27.0	126.0	866.0	P	0	L	False
010	10	123	27.0	126.0	935.0	P	0	L	False
010	10	124	27.0	128.0	867.0	P	0	L	False
010	10	125	27.0	126.0	975.0	P	0	L	False
010	10	126	27.0	127.0	908.0	P	0	L	False
010	10	127	26.0	127.0	865.0	P	0	L	False
010	10	128	27.0	127.0	918.0	P	0	L	False
010	10	129	27.0	127.0	934.0	P	0	L	False
010	10	130	26.0	127.0	884.0	P	0	L	False
010	10	131	27.0	127.0	864.0	S	1	L	False
010	10	132	28.0	126.0	1000.0	P	0	L	False
010	10	133	28.0	126.0	961.0	P	0	L	False
010	10	134	33.0	123.0	1487.0	P	0	L	False
010	10	135	27.0	127.0	856.0	P	0	L	False
010	10	136	33.0	123.0	1503.0	P	0	L	False
010	10	137	27.0	126.0	870.0	P	0	L	False
010	10	138	33.0	122.0	1508.0	P	0	L	False
010	10	139	27.0	127.0	926.0	P	0	L	False
010	10	140	34.0	123.0	1569.0	P	0	L	False
010	10	141	34.0	123.0	1546.0	P	0	L	False
010	10	142	33.0	123.0	1560.0	P	0	L	False
010	10	143	27.0	127.0	937.0	P	0	L	False
010	16	1	117.0	168.0	516.0	P	0	L	False
010	16	2	115.0	168.0	571.0	P	0	L	False
010	16	3	117.0	174.0	460.0	S	1	L	False
010	16	4	112.0	172.0	569.0	P	0	L	False
010	16	5	111.0	172.0	602.0	P	0	L	False
010	16	6	106.0	168.0	591.0	S	1	L	False
010	16	7	105.0	168.0	587.0	P	0	L	False
010	16	8	107.0	170.0	617.0	P	0	L	False
010	16	9	108.0	170.0	575.0	S	1	L	False
010	16	10	108.0	171.0	593.0	P	0	L	False
010	16	11	108.0	172.0	645.0	P	0	L	False
010	16	12	109.0	172.0	591.0	S	1	L	False
010	16	13	112.0	174.0	556.0	P	0	L	False
010	16	14	112.0	174.0	633.0	P	0	L	False
010	16	15	112.0	174.0	696.0	P	0	L	False
010	16	16	113.0	174.0	609.0	S	1	L	False
010	16	17	113.0	175.0	582.0	P	0	L	False
010	16	18	113.0	175.0	634.0	P	0	L	False
010	16	19	113.0	175.0	627.0	P	1	L	False
010	16	20	112.0	176.0	634.0	S	1	L	False
010	16	21	111.0	175.0	633.0	P	0	L	False
010	16	22	111.0	175.0	649.0	P	0	L	False
010	16	23	111.0	175.0	656.0	S	1	L	False
010	16	24	112.0	174.0	619.0	P	0	L	False
010	16	25	111.0	174.0	638.0	P	0	L	False
010	16	26	111.0	175.0	701.0	P	0	L	False
010	16	27	112.0	178.0	971.0	S	1	L	False
010	16	28	108.0	175.0	712.0	P	0	L	False
010	16	29	107.0	176.0	730.0	P	0	L	False
010	16	31	105.0	174.0	683.0	S	0	L	False
010	16	32	104.0	173.0	671.0	P	0	L	False
010	16	33	97.0	171.0	1204.0	P	0	L	False
010	16	34	104.0	175.0	1001.0	S	1	L	False
010	16	35	100.0	172.0	778.0	P	0	L	False
010	16	36	100.0	172.0	664.0	P	0	L	False
010	16	37	100.0	173.0	805.0	P	0	L	False
010	16	38	101.0	174.0	855.0	P	0	L	False
010	16	39	100.0	173.0	781.0	S	1	L	False
010	16	40	98.0	172.0	719.0	P	0	L	False
010	16	41	91.0	168.0	1202.0	P	0	L	False
010	16	42	99.0	172.0	833.0	P	0	L	False
010	16	43	99.0	170.0	807.0	S	1	L	False
010	16	44	99.0	171.0	775.0	P	0	L	False
010	16	45	92.0	167.0	1244.0	P	0	L	False
010	16	46	91.0	167.0	1212.0	S	1	L	False
010	16	47	97.0	170.0	775.0	P	1	L	False
010	16	48	97.0	168.0	847.0	P	0	L	False
010	16	49	97.0	167.0	870.0	P	0	L	False
010	16	50	99.0	164.0	815.0	S	0	L	False
010	16	51	97.0	165.0	814.0	P	0	L	False
010	16	53	97.0	163.0	1031.0	S	1	L	False
010	16	54	96.0	165.0	800.0	P	1	L	False
010	16	55	89.0	163.0	1270.0	P	0	L	False
010	16	56	89.0	163.0	1297.0	P	0	L	False
010	16	57	95.0	164.0	825.0	P	1	L	False
010	16	58	95.0	163.0	837.0	S	1	L	False
010	16	59	95.0	162.0	838.0	P	0	L	False
010	16	61	95.0	163.0	821.0	S	1	L	False
010	16	62	96.0	164.0	829.0	P	0	L	False
010	16	63	96.0	164.0	864.0	P	0	L	False
010	16	64	97.0	164.0	879.0	P	0	L	False
010	16	65	97.0	163.0	889.0	P	0	L	False
010	16	66	96.0	164.0	839.0	S	1	L	False
010	16	67	94.0	161.0	861.0	P	0	L	False
010	16	68	89.0	150.0	1272.0	P	0	L	False
010	16	69	90.0	149.0	1341.0	P	0	L	False
010	16	70	93.0	155.0	864.0	S	1	L	False
010	16	71	93.0	155.0	876.0	P	0	L	False
010	16	72	90.0	149.0	1320.0	P	0	L	False
010	16	73	100.0	151.0	1537.0	P	0	L	False
010	16	74	94.0	153.0	877.0	P	0	L	False
010	16	75	94.0	153.0	936.0	P	0	L	False
010	16	76	95.0	154.0	948.0	P	0	L	False
010	16	77	92.0	149.0	1306.0	P	0	L	False
010	16	78	95.0	153.0	867.0	S	1	L	False
010	16	80	96.0	155.0	915.0	P	0	L	False
010	16	81	92.0	149.0	1367.0	P	0	L	False
010	16	82	91.0	149.0	1296.0	P	0	L	False
010	16	83	96.0	153.0	937.0	S	1	L	False
010	16	84	96.0	152.0	935.0	P	0	L	False
010	16	85	97.0	153.0	992.0	P	0	L	False
010	16	86	96.0	152.0	983.0	P	0	L	False
010	16	87	96.0	153.0	1013.0	P	0	L	False
010	16	88	96.0	152.0	1014.0	P	0	L	False
010	16	89	96.0	153.0	983.0	S	0	L	False
010	16	90	96.0	154.0	987.0	P	0	L	False
010	16	91	96.0	155.0	1008.0	P	0	L	False
010	16	92	96.0	155.0	1098.0	P	0	L	False
010	16	93	96.0	156.0	1005.0	S	1	L	False
010	16	94	96.0	157.0	1010.0	P	0	L	False
010	16	95	96.0	159.0	1052.0	P	0	L	False
010	16	96	95.0	160.0	1049.0	P	0	L	False
010	16	97	96.0	160.0	1069.0	P	0	L	False
010	16	98	101.0	155.0	1743.0	P	0	L	False
010	16	99	96.0	159.0	1077.0	P	0	L	False
010	16	100	96.0	159.0	1050.0	S	0	L	False
010	16	101	96.0	159.0	1042.0	P	0	L	False
010	16	102	95.0	159.0	1112.0	P	0	L	False
010	16	103	95.0	160.0	1086.0	P	0	L	False
010	16	104	95.0	160.0	1100.0	P	0	L	False
010	16	105	95.0	159.0	1050.0	P	1	L	False
010	16	106	94.0	159.0	1052.0	S	1	L	False
010	16	107	94.0	159.0	1089.0	P	0	L	False
010	16	108	94.0	159.0	1114.0	P	0	L	False
010	16	109	98.0	154.0	1745.0	P	0	L	False
010	16	110	93.0	159.0	1149.0	P	0	L	False
010	16	111	94.0	157.0	1160.0	P	0	L	False
010	16	112	93.0	154.0	1110.0	S	1	L	False
010	16	113	95.0	153.0	1151.0	P	1	L	False
010	16	114	97.0	147.0	1206.0	P	0	L	False
010	16	115	97.0	146.0	1190.0	P	0	L	False
010	16	116	97.0	146.0	1183.0	P	0	L	False
010	16	117	96.0	146.0	1165.0	S	0	L	False
010	16	118	96.0	146.0	1169.0	P	0	L	False
010	16	119	96.0	147.0	1237.0	P	0	L	False
010	16	120	97.0	147.0	1264.0	P	0	L	False
010	16	121	97.0	147.0	1259.0	P	0	L	False
010	16	122	97.0	147.0	1213.0	S	1	L	False
010	16	123	99.0	147.0	1203.0	P	0	L	False
010	16	124	103.0	146.0	1701.0	P	0	L	False
010	16	125	99.0	145.0	1265.0	P	0	L	False
010	16	126	103.0	146.0	1679.0	P	0	L	False
010	16	127	109.0	154.0	2668.0	P	0	L	False
010	16	129	95.0	145.0	1172.0	S	0	L	False
010	16	130	102.0	145.0	1758.0	P	0	L	False
010	16	131	101.0	145.0	1781.0	P	0	L	False
010	16	132	103.0	146.0	1816.0	P	0	L	False
010	16	133	102.0	145.0	1714.0	P	0	L	False
010	16	134	100.0	145.0	1674.0	S	1	L	False
010	16	135	101.0	143.0	1745.0	P	0	L	False
010	16	136	101.0	142.0	1821.0	P	0	L	False
010	16	137	93.0	141.0	1273.0	P	0	L	False
010	16	138	94.0	141.0	1316.0	P	0	L	False
010	16	139	109.0	136.0	2781.0	P	0	L	False
010	16	140	102.0	143.0	1936.0	P	0	L	False
010	16	141	95.0	141.0	1268.0	S	0	L	False
010	16	142	98.0	135.0	2648.0	P	0	L	False
010	16	143	101.0	142.0	1842.0	P	0	L	False
011	1	1	142.0	148.0	650.0	P	1	L	False
011	1	2	142.0	149.0	621.0	S	1	L	False
011	1	3	142.0	148.0	588.0	P	0	L	False
011	1	4	142.0	149.0	640.0	P	0	L	False
011	1	5	142.0	148.0	659.0	P	0	L	False
011	1	6	141.0	148.0	672.0	P	0	L	False
011	1	7	142.0	149.0	687.0	P	0	L	False
011	1	8	142.0	148.0	745.0	P	0	L	False
011	1	9	142.0	148.0	744.0	P	0	L	False
011	1	10	141.0	148.0	757.0	P	0	L	False
011	1	11	142.0	149.0	799.0	P	0	L	False
011	1	12	142.0	148.0	822.0	P	0	L	False
011	1	13	142.0	148.0	826.0	P	0	L	False
011	1	14	142.0	148.0	821.0	P	0	L	False
011	1	15	141.0	148.0	842.0	P	0	L	False
011	1	16	142.0	148.0	832.0	P	0	L	False
011	1	17	142.0	149.0	857.0	P	0	L	False
011	1	18	142.0	149.0	852.0	P	0	L	False
011	1	19	142.0	149.0	858.0	P	0	L	False
011	1	20	141.0	149.0	879.0	P	0	L	False
011	1	21	141.0	148.0	894.0	P	0	L	False
011	1	22	141.0	148.0	916.0	P	0	L	False
011	1	23	141.0	148.0	918.0	P	0	L	False
011	1	24	142.0	148.0	943.0	P	0	L	False
011	1	25	141.0	148.0	916.0	P	0	L	False
011	1	26	142.0	148.0	921.0	P	0	L	False
011	1	27	141.0	148.0	954.0	P	0	L	False
011	1	28	141.0	148.0	966.0	P	0	L	False
011	1	29	142.0	148.0	964.0	P	0	L	False
011	1	30	142.0	147.0	973.0	P	0	L	False
011	1	31	142.0	149.0	955.0	P	0	L	False
011	1	32	142.0	147.0	956.0	P	0	L	False
011	1	33	141.0	148.0	960.0	P	0	L	False
011	1	34	142.0	147.0	969.0	P	0	L	False
011	1	35	142.0	148.0	965.0	P	0	L	False
011	1	36	142.0	149.0	968.0	P	0	L	False
011	1	37	142.0	148.0	995.0	P	0	L	False
011	1	38	142.0	148.0	986.0	P	0	L	False
011	1	39	142.0	148.0	991.0	P	0	L	False
011	1	40	141.0	147.0	983.0	P	0	L	False
011	1	41	141.0	148.0	993.0	P	0	L	False
011	1	42	142.0	148.0	1014.0	P	0	L	False
011	1	43	142.0	148.0	1031.0	P	0	L	False
011	1	44	141.0	148.0	1033.0	P	0	L	False
011	1	45	141.0	147.0	1046.0	P	0	L	False
011	1	46	142.0	148.0	1040.0	P	0	L	False
011	1	47	141.0	148.0	1044.0	P	0	L	False
011	1	48	141.0	148.0	1050.0	P	0	L	False
011	1	49	142.0	147.0	1089.0	P	0	L	False
011	1	50	141.0	148.0	1067.0	P	0	L	False
011	1	51	141.0	148.0	1041.0	P	0	L	False
011	1	52	141.0	146.0	1068.0	P	0	L	False
011	1	53	141.0	148.0	1098.0	P	0	L	False
011	1	54	142.0	146.0	1022.0	P	0	L	False
011	1	55	141.0	148.0	1104.0	P	0	L	False
011	1	56	142.0	148.0	1084.0	P	0	L	False
011	1	57	141.0	147.0	1076.0	P	0	L	False
011	1	58	142.0	147.0	1097.0	P	0	L	False
011	1	59	141.0	148.0	1088.0	P	0	L	False
011	1	60	141.0	147.0	1090.0	P	0	L	False
011	1	61	141.0	145.0	1054.0	P	0	L	False
011	1	62	141.0	147.0	1121.0	P	0	L	False
011	1	63	141.0	148.0	1135.0	P	0	L	False
011	1	64	142.0	147.0	1138.0	P	0	L	False
011	1	65	142.0	146.0	1147.0	P	0	L	False
011	1	66	142.0	147.0	1164.0	P	0	L	False
011	1	67	141.0	147.0	1193.0	P	0	L	False
011	1	68	141.0	146.0	1177.0	P	0	L	False
011	1	69	140.0	148.0	1192.0	P	0	L	False
011	1	70	140.0	149.0	1185.0	S	1	L	False
011	1	71	140.0	150.0	1109.0	P	0	L	False
011	1	72	140.0	150.0	1096.0	P	0	L	False
011	1	73	140.0	150.0	1123.0	P	0	L	False
011	1	74	140.0	150.0	1146.0	P	0	L	False
011	1	75	140.0	151.0	1136.0	P	0	L	False
011	1	76	141.0	150.0	1182.0	P	0	L	False
011	1	77	140.0	150.0	1170.0	P	0	L	False
011	1	78	140.0	150.0	1177.0	P	0	L	False
011	1	79	140.0	150.0	1182.0	P	0	L	False
011	1	80	141.0	150.0	1192.0	P	0	L	False
011	1	81	140.0	150.0	1195.0	P	0	L	False
011	1	82	140.0	150.0	1216.0	P	0	L	False
011	1	83	140.0	148.0	1215.0	S	1	L	False
011	1	84	140.0	147.0	1176.0	P	1	L	False
011	1	85	141.0	146.0	1118.0	P	0	L	False
011	1	86	140.0	147.0	1089.0	P	0	L	False
011	1	87	140.0	147.0	1107.0	P	0	L	False
011	1	88	140.0	146.0	1141.0	P	0	L	False
011	1	89	140.0	146.0	1128.0	P	0	L	False
011	1	90	140.0	146.0	1141.0	P	0	L	False
011	1	91	140.0	145.0	1148.0	P	0	L	False
011	1	92	140.0	146.0	1157.0	P	0	L	False
011	1	93	141.0	146.0	1161.0	P	0	L	False
011	1	94	140.0	146.0	1190.0	P	0	L	False
011	1	95	140.0	147.0	1208.0	P	0	L	False
011	1	96	140.0	146.0	1202.0	P	0	L	False
011	1	97	140.0	147.0	1179.0	P	0	L	False
011	1	98	140.0	146.0	1213.0	P	0	L	False
011	1	99	140.0	146.0	1191.0	P	0	L	False
011	1	100	140.0	146.0	1227.0	P	0	L	False
011	1	101	140.0	146.0	1221.0	P	0	L	False
011	1	102	140.0	146.0	1221.0	P	0	L	False
011	1	103	140.0	146.0	1220.0	P	0	L	False
011	1	104	140.0	146.0	1267.0	P	0	L	False
011	1	105	140.0	146.0	1235.0	P	0	L	False
011	1	106	141.0	146.0	1280.0	P	0	L	False
