i,time,pos,duration
539,2018-03-23 02:21:42.827186800,P11,1.72
540,2018-03-23 02:21:45.496339500,P12,2.01
541,2018-03-23 02:21:48.540513600,P13,2.23
542,2018-03-23 02:21:51.768698200,P14,3.09
543,2018-03-23 02:21:55.766926900,P15,2.19
544,2018-03-23 02:21:58.905106400,P16,1.94
545,2018-03-23 02:22:01.790271400,P17,1.92
546,2018-03-23 02:22:05.012455700,P18,2.11
547,2018-03-23 02:22:08.028628300,P19,1.47
548,2018-03-23 02:22:10.447766600,P20,2.68
549,2018-03-23 02:22:14.062973400,P21,2.91
550,2018-03-23 02:22:17.902193000,P22,1.99
551,2018-03-23 02:22:20.829360400,P23,2.14
552,2018-03-23 02:22:23.891535600,P24,1.99
553,2018-03-23 02:22:26.831703700,P25,2.23
554,2018-03-23 02:22:30.012885700,P26,1.97
555,2018-03-23 02:22:32.924052200,P27,2.19
556,2018-03-23 02:22:36.031229900,P28,1.96
557,2018-03-23 02:22:38.896393800,P29,1.95
558,2018-03-23 02:22:41.770558200,P30,2.43
559,2018-03-23 02:22:45.121749900,P31,2.19
560,2018-03-23 02:22:48.260929400,P32,1.93
561,2018-03-23 02:22:51.433110800,P33,2.99
562,2018-03-23 02:22:55.370336000,P34,1.49
563,2018-03-23 02:22:57.789474400,P35,1.7
564,2018-03-23 02:23:00.390623200,P36,2.38
565,2018-03-23 02:23:03.681811400,P37,2.48
566,2018-03-23 02:23:07.086006100,P38,2.65
567,2018-03-23 02:23:10.686212100,P39,1.94
568,2018-03-23 02:23:13.528374600,P40,1.93
569,2018-03-23 02:23:16.376537500,P41,1.97
570,2018-03-23 02:23:19.289704200,P42,1.69
571,2018-03-23 02:23:22.100864900,P43,1.74
572,2018-03-23 02:23:24.833021200,P44,2.61
573,2018-03-23 02:23:28.410225800,P45,2.26
574,2018-03-23 02:23:31.582407300,P46,1.92
575,2018-03-23 02:23:34.411569100,P47,2.0
576,2018-03-23 02:23:37.487745000,P48,1.51
577,2018-03-23 02:23:39.914883800,P49,1.51
578,2018-03-23 02:23:42.371024300,P50,1.49
579,2018-03-23 02:23:44.780162100,P51,1.95
580,2018-03-23 02:23:47.693328700,P52,1.98
581,2018-03-23 02:23:50.600495000,P53,1.71
582,2018-03-23 02:23:53.236645800,P54,2.4
583,2018-03-23 02:23:56.539834700,P55,2.02
584,2018-03-23 02:23:59.525005500,P56,3.26
585,2018-03-23 02:24:03.714245100,P57,1.52
586,2018-03-23 02:24:06.146384200,P58,1.74
587,2018-03-23 02:24:09.012548100,P59,1.54
588,2018-03-23 02:24:11.452687700,P60,2.0
589,2018-03-23 02:24:14.337852700,P61,1.49
590,2018-03-23 02:24:16.716988800,P62,1.49
591,2018-03-23 02:24:19.161128600,P63,1.96
592,2018-03-23 02:24:22.047293700,P64,1.48
593,2018-03-23 02:24:24.479432800,P65,1.49
594,2018-03-23 02:24:26.870569600,P66,1.47
595,2018-03-23 02:24:29.234704800,P67,1.75
596,2018-03-23 02:24:31.886856500,P68,1.93
597,2018-03-23 02:24:34.745020000,P69,1.51
598,2018-03-23 02:24:37.170158700,P70,1.47
599,2018-03-23 02:24:39.528293500,P71,2.19
600,2018-03-23 02:24:42.608469700,P72,2.16
601,2018-03-23 02:24:45.697646400,P73,1.48
602,2018-03-23 02:24:48.110784400,P74,2.62
603,2018-03-23 02:24:51.651987000,P75,1.47
604,2018-03-23 02:24:54.266136500,P76,1.97
605,2018-03-23 02:24:57.139300800,P77,2.19
606,2018-03-23 02:25:00.271480000,P78,2.93
607,2018-03-23 02:25:04.104699200,P79,2.36
608,2018-03-23 02:25:07.387887000,P80,1.97
609,2018-03-23 02:25:10.481063900,P81,1.93
610,2018-03-23 02:25:13.322226400,P82,1.49
611,2018-03-23 02:25:15.747365200,P83,2.14
612,2018-03-23 02:25:18.789539200,P84,2.2
613,2018-03-23 02:25:21.883716100,P85,1.98
614,2018-03-23 02:25:24.774881500,P86,1.98
615,2018-03-23 02:25:27.661046600,P87,1.5
616,2018-03-23 02:25:30.069184300,P88,1.51
617,2018-03-23 02:25:32.463321200,P89,1.54
618,2018-03-23 02:25:34.983465400,P90,2.14
619,2018-03-23 02:25:38.081642600,P91,1.97
620,2018-03-23 02:25:41.102815400,P92,1.93
621,2018-03-23 02:25:43.999981100,P93,1.49
622,2018-03-23 02:25:46.417119400,P94,2.37
623,2018-03-23 02:25:49.685306300,P95,2.46
624,2018-03-23 02:25:53.112502300,P96,1.5
625,2018-03-23 02:25:55.505639200,P97,1.54
626,2018-03-23 02:25:57.927777700,P98,2.2
627,2018-03-23 02:26:01.114960000,P99,1.75
628,2018-03-23 02:26:03.766111700,P100,3.61
629,2018-03-23 02:26:08.306371400,P101,1.96
630,2018-03-23 02:26:11.415549200,P102,2.24
631,2018-03-23 02:26:14.543728100,P103,1.97
632,2018-03-23 02:26:17.462895100,P104,2.4
633,2018-03-23 02:26:20.803086100,P105,1.48
634,2018-03-23 02:26:23.244225800,P106,1.94
635,2018-03-23 02:26:26.112389800,P107,2.18
636,2018-03-23 02:26:29.199566400,P108,1.93
637,2018-03-23 02:26:32.007727000,P109,1.74
638,2018-03-23 02:26:34.703881200,P110,1.5
639,2018-03-23 02:26:37.128019900,P111,2.17
640,2018-03-23 02:26:40.223196900,P112,1.95
641,2018-03-23 02:26:43.303373100,P113,1.73
642,2018-03-23 02:26:45.968525500,P114,1.95
643,2018-03-23 02:26:48.821688700,P115,1.96
644,2018-03-23 02:26:51.728855000,P116,1.47
645,2018-03-23 02:26:54.124992000,P117,1.47
646,2018-03-23 02:26:56.519129000,P118,1.53
647,2018-03-23 02:26:58.962268700,P119,2.79
648,2018-03-23 02:27:02.678481300,P120,1.48
649,2018-03-23 02:27:05.067617900,P121,1.96
650,2018-03-23 02:27:07.952782900,P122,1.52
651,2018-03-23 02:27:10.410923500,P123,1.76
652,2018-03-23 02:27:13.144079900,P124,1.51
653,2018-03-23 02:27:15.593219900,P125,1.5
654,2018-03-23 02:27:18.066361400,P126,1.54
655,2018-03-23 02:27:20.576505000,P127,1.94
656,2018-03-23 02:27:23.448669200,P128,1.49
657,2018-03-23 02:27:25.824805200,P129,2.18
658,2018-03-23 02:27:29.018987900,P130,1.75
659,2018-03-23 02:27:31.681140100,P131,1.99
660,2018-03-23 02:27:34.665310800,P132,2.41
661,2018-03-23 02:27:38.014502400,P133,2.44
662,2018-03-23 02:27:41.365694000,P134,2.65
663,2018-03-23 02:27:45.063905600,P135,2.0
664,2018-03-23 02:27:47.973072000,P136,2.17
665,2018-03-23 02:27:51.053248100,P137,1.56
666,2018-03-23 02:27:53.522389400,P138,2.37
667,2018-03-23 02:27:56.783575900,P139,1.98
668,2018-03-23 02:27:59.691742200,P140,2.04
669,2018-03-23 02:28:02.667912500,P141,1.49
670,2018-03-23 02:28:05.089050900,P142,1.52
671,2018-03-23 02:28:07.583193600,P143,1.53
672,2018-03-23 02:28:10.035333900,P144,1.51
673,2018-03-23 02:28:12.478473600,P145,1.71
674,2018-03-23 02:28:15.259632700,P146,2.18
675,2018-03-23 02:28:18.343809100,P147,1.5
676,2018-03-23 02:28:20.764947600,P148,1.49
677,2018-03-23 02:28:23.185086000,P149,1.49
678,2018-03-23 02:28:25.530220100,P150,1.5
679,2018-03-23 02:28:27.993361000,P151,1.98
680,2018-03-23 02:28:31.054536100,P152,1.48
681,2018-03-23 02:28:33.454673400,P153,2.22
682,2018-03-23 02:28:36.633855200,P154,2.16
683,2018-03-23 02:28:39.713031300,P155,1.51
684,2018-03-23 02:28:42.133169700,P156,1.49
685,2018-03-23 02:28:44.559308500,P157,1.5
686,2018-03-23 02:28:46.967446200,P158,1.97
687,2018-03-23 02:28:49.844610800,P159,1.5
688,2018-03-23 02:28:52.282750300,P160,1.51
689,2018-03-23 02:28:54.743891000,P161,1.52
690,2018-03-23 02:28:57.218032500,P162,1.92
691,2018-03-23 02:29:00.053194700,P163,1.98
692,2018-03-23 02:29:02.932359400,P164,1.69
693,2018-03-23 02:29:05.545508900,P165,1.5
694,2018-03-23 02:29:07.959646900,P166,1.95
695,2018-03-23 02:29:10.817810400,P167,1.98
696,2018-03-23 02:29:13.732977100,P168,2.02
697,2018-03-23 02:29:16.824154000,P169,1.5
698,2018-03-23 02:29:19.250292700,P170,2.42
699,2018-03-23 02:29:22.577483000,P171,1.5
700,2018-03-23 02:29:24.967619700,P172,2.42
701,2018-03-23 02:29:28.312811100,P173,1.5
702,2018-03-23 02:29:30.749950500,P174,1.47
703,2018-03-23 02:29:33.146087500,P175,2.18
704,2018-03-23 02:29:36.236264300,P176,1.53
705,2018-03-23 02:29:38.688404500,P177,1.95
706,2018-03-23 02:29:41.575569700,P178,1.47
707,2018-03-23 02:29:43.957705900,P179,1.51
708,2018-03-23 02:29:46.407846000,P180,2.01
709,2018-03-23 02:29:49.343013900,P181,1.98
710,2018-03-23 02:29:52.262180900,P182,1.49
711,2018-03-23 02:29:54.654317700,P183,2.39
712,2018-03-23 02:29:57.949506200,P184,1.92
713,2018-03-23 02:30:00.781668200,P185,1.98
714,2018-03-23 02:30:03.672833500,P186,2.67
715,2018-03-23 02:30:07.248038000,P187,1.49
716,2018-03-23 02:30:09.676176900,P188,2.17
717,2018-03-23 02:30:12.781354500,P189,1.51
718,2018-03-23 02:30:15.202493000,P190,2.22
719,2018-03-23 02:30:18.387675200,P191,2.39
720,2018-03-23 02:30:21.740867000,P192,1.51
721,2018-03-23 02:30:24.185006800,P193,2.17
722,2018-03-23 02:30:27.299184900,P194,1.93
723,2018-03-23 02:30:30.194350500,P195,1.52
724,2018-03-23 02:30:32.625489500,P196,1.97
725,2018-03-23 02:30:35.516654900,P197,3.12
726,2018-03-23 02:30:39.547885500,P198,1.51
727,2018-03-23 02:30:42.030027500,P199,2.13
728,2018-03-23 02:30:45.109203600,P200,1.48
729,2018-03-23 02:30:47.522341600,P201,1.49
730,2018-03-23 02:30:49.938479800,P202,2.4
731,2018-03-23 02:30:53.263670000,P203,2.83
732,2018-03-23 02:30:57.050886600,P204,1.95
733,2018-03-23 02:30:59.934051500,P205,1.5
734,2018-03-23 02:31:02.364190500,P206,2.37
735,2018-03-23 02:31:06.000398500,P207,1.9
736,2018-03-23 02:31:08.819559700,P208,1.73
737,2018-03-23 02:31:11.479711900,P209,1.52
738,2018-03-23 02:31:13.920851500,P210,2.45
739,2018-03-23 02:31:17.334046700,P211,1.49
740,2018-03-23 02:31:19.754185100,P212,1.76
741,2018-03-23 02:31:22.446339100,P213,2.18
742,2018-03-23 02:31:25.552516800,P214,1.56
743,2018-03-23 02:31:28.049659600,P215,1.53
744,2018-03-23 02:31:30.516800700,P216,2.15
745,2018-03-23 02:31:33.616978100,P217,1.99
746,2018-03-23 02:31:36.520144100,P218,1.56
747,2018-03-23 02:31:39.045288500,P219,2.84
748,2018-03-23 02:31:42.847506000,P220,2.64
749,2018-03-23 02:31:46.434711200,P221,1.52
750,2018-03-23 02:31:48.842848900,P222,2.17
751,2018-03-23 02:31:52.121036400,P223,2.16
752,2018-03-23 02:31:55.245215100,P224,2.36
753,2018-03-23 02:31:58.579405800,P225,2.15
754,2018-03-23 02:32:01.634580600,P226,1.49
755,2018-03-23 02:32:04.104721900,P227,1.96
756,2018-03-23 02:32:07.180897800,P228,2.15
757,2018-03-23 02:32:10.277074900,P229,2.64
758,2018-03-23 02:32:13.871280500,P230,1.52
759,2018-03-23 02:32:16.299419400,P231,3.26
760,2018-03-23 02:32:20.445656500,P232,2.19
761,2018-03-23 02:32:23.743845100,P233,2.46
762,2018-03-23 02:32:27.160040500,P234,2.7
763,2018-03-23 02:32:30.798248600,P235,2.47
764,2018-03-23 02:32:34.191442700,P236,2.21
765,2018-03-23 02:32:37.375624800,P237,2.67
766,2018-03-23 02:32:40.969830400,P238,2.42
767,2018-03-23 02:32:44.358024200,P239,1.48
768,2018-03-23 02:32:46.798163800,P240,1.48
769,2018-03-23 02:32:49.224302500,P241,2.23
770,2018-03-23 02:32:52.401484300,P242,2.21
771,2018-03-23 02:32:55.538663700,P243,1.71
772,2018-03-23 02:32:58.454830500,P243,2.71
773,2018-03-23 02:33:08.457402600,P243,0.97
774,2018-03-23 02:33:18.455974500,P243,0.97
775,2018-03-23 02:33:28.456546500,P243,0.98
776,2018-03-23 02:33:38.457118500,P243,0.98
777,2018-03-23 02:33:48.456690400,P243,0.97
778,2018-03-23 02:33:58.457262400,P243,0.97
779,2018-03-23 02:34:08.456834400,P243,0.97
780,2018-03-23 02:34:18.457406400,P243,0.98
781,2018-03-23 02:34:28.455978300,P243,0.97
782,2018-03-23 02:34:38.456550300,P243,2.15
783,2018-03-23 02:34:48.458122300,P243,0.98
784,2018-03-23 02:34:58.456694200,P243,0.97
785,2018-03-23 02:35:08.457266200,P243,0.98
786,2018-03-23 02:35:18.456838200,P243,0.97
787,2018-03-23 02:35:28.456410100,P243,1.43
788,2018-03-23 02:35:38.454982000,P243,1.44
789,2018-03-23 02:35:48.456554000,P243,0.97
790,2018-03-23 02:35:58.457126000,P243,0.97
791,2018-03-23 02:36:08.456698000,P243,1.91
792,2018-03-23 02:36:12.330919600,P1,2.03
793,2018-03-23 02:36:15.512101500,P2,1.96
794,2018-03-23 02:36:18.444269200,P3,1.55
795,2018-03-23 02:36:20.921410900,P4,2.0
796,2018-03-23 02:36:23.823576900,P5,3.08
797,2018-03-23 02:36:27.813805200,P6,1.76
798,2018-03-23 02:36:30.707970700,P7,1.51
799,2018-03-23 02:36:33.136109600,P8,1.53
800,2018-03-23 02:36:35.637252600,P9,1.52
801,2018-03-23 02:36:38.095393200,P10,1.73
802,2018-03-23 02:36:40.767546100,P11,2.18
803,2018-03-23 02:36:43.882724200,P12,1.71
804,2018-03-23 02:36:46.719886500,P13,3.32
805,2018-03-23 02:36:51.022132600,P14,1.96
806,2018-03-23 02:36:53.897297000,P15,1.48
807,2018-03-23 02:36:56.332436300,P16,1.7
808,2018-03-23 02:36:58.965586900,P17,1.48
809,2018-03-23 02:37:01.361724000,P18,1.96
810,2018-03-23 02:37:04.231888100,P19,1.5
811,2018-03-23 02:37:06.691028800,P20,1.99
812,2018-03-23 02:37:09.649198000,P21,3.52
813,2018-03-23 02:37:14.056450100,P22,2.19
814,2018-03-23 02:37:17.361639100,P23,1.5
815,2018-03-23 02:37:19.798778500,P24,1.98
816,2018-03-23 02:37:22.736946600,P25,2.03
817,2018-03-23 02:37:25.691115500,P26,2.62
818,2018-03-23 02:37:29.249319100,P27,1.5
819,2018-03-23 02:37:31.646456200,P28,1.98
820,2018-03-23 02:37:34.533621300,P29,1.51
821,2018-03-23 02:37:37.013763200,P30,2.19
822,2018-03-23 02:37:40.141942100,P31,1.5
823,2018-03-23 02:37:42.586081900,P32,1.52
824,2018-03-23 02:37:45.047222700,P33,1.5
825,2018-03-23 02:37:47.436359300,P34,1.97
826,2018-03-23 02:37:50.331524900,P35,2.21
827,2018-03-23 02:37:53.452703400,P36,1.98
828,2018-03-23 02:37:56.369870300,P37,1.96
829,2018-03-23 02:37:59.287037100,P38,3.54
830,2018-03-23 02:38:03.974305200,P39,1.48
831,2018-03-23 02:38:06.359441600,P40,1.5
832,2018-03-23 02:38:08.787580500,P41,1.49
833,2018-03-23 02:38:11.206718900,P42,1.49
834,2018-03-23 02:38:13.664859500,P43,1.51
835,2018-03-23 02:38:16.113999600,P44,1.74
836,2018-03-23 02:38:18.989164000,P45,3.1
837,2018-03-23 02:38:23.014394200,P46,1.5
838,2018-03-23 02:38:25.498536300,P47,1.5
839,2018-03-23 02:38:27.912674400,P48,1.97
840,2018-03-23 02:38:30.829841300,P49,2.48
841,2018-03-23 02:38:34.397045300,P50,1.52
842,2018-03-23 02:38:36.885187600,P51,1.75
843,2018-03-23 02:38:39.616343800,P52,1.54
844,2018-03-23 02:38:42.085485100,P53,1.51
845,2018-03-23 02:38:44.487622400,P54,1.73
846,2018-03-23 02:38:47.110772500,P55,2.87
847,2018-03-23 02:38:50.896989000,P56,1.51
848,2018-03-23 02:38:53.287125800,P57,1.71
849,2018-03-23 02:38:55.912275900,P58,2.65
850,2018-03-23 02:38:59.486480300,P59,2.01
851,2018-03-23 02:39:02.379645800,P60,1.76
852,2018-03-23 02:39:05.020796900,P61,2.46
853,2018-03-23 02:39:08.406990600,P62,1.94
854,2018-03-23 02:39:11.312156700,P63,1.54
855,2018-03-23 02:39:13.753296300,P64,1.74
856,2018-03-23 02:39:16.431449500,P65,1.96
857,2018-03-23 02:39:19.329615300,P66,1.48
858,2018-03-23 02:39:22.035770100,P67,2.35
859,2018-03-23 02:39:25.323958200,P68,1.92
860,2018-03-23 02:39:28.176121300,P69,2.01
861,2018-03-23 02:39:31.074287100,P70,1.72
862,2018-03-23 02:39:33.749440100,P71,1.5
863,2018-03-23 02:39:36.316586900,P72,1.7
864,2018-03-23 02:39:38.950737600,P73,2.47
865,2018-03-23 02:39:42.317930200,P74,1.94
866,2018-03-23 02:39:45.199094900,P75,1.49
867,2018-03-23 02:39:47.656235500,P76,1.95
868,2018-03-23 02:39:50.522399400,P77,1.97
869,2018-03-23 02:39:53.425565500,P78,1.74
870,2018-03-23 02:39:56.054715900,P79,1.72
871,2018-03-23 02:39:58.704867400,P80,1.48
872,2018-03-23 02:40:01.118005500,P81,1.94
873,2018-03-23 02:40:03.990169700,P82,1.93
874,2018-03-23 02:40:07.047344600,P83,2.43
875,2018-03-23 02:40:10.389535800,P84,1.98
876,2018-03-23 02:40:13.286701500,P85,1.96
877,2018-03-23 02:40:16.156865600,P86,1.92
878,2018-03-23 02:40:19.008028700,P87,2.85
879,2018-03-23 02:40:22.765243600,P88,2.37
880,2018-03-23 02:40:26.047431300,P89,1.54
881,2018-03-23 02:40:28.512572300,P90,1.55
882,2018-03-23 02:40:30.989714000,P91,1.96
883,2018-03-23 02:40:33.908881000,P92,2.43
884,2018-03-23 02:40:37.292074500,P93,2.42
885,2018-03-23 02:40:40.620264900,P94,1.99
886,2018-03-23 02:40:43.528431200,P95,1.95
887,2018-03-23 02:40:46.385594600,P96,1.95
888,2018-03-23 02:40:49.249758400,P97,2.4
889,2018-03-23 02:40:52.586949300,P98,1.96
890,2018-03-23 02:40:55.498115800,P99,1.95
891,2018-03-23 02:40:58.362279600,P100,1.95
892,2018-03-23 02:41:01.203442100,P101,2.17
893,2018-03-23 02:41:04.311619900,P102,1.51
894,2018-03-23 02:41:06.731758300,P103,1.92
895,2018-03-23 02:41:09.617923400,P104,2.89
896,2018-03-23 02:41:13.409140300,P105,1.98
897,2018-03-23 02:41:16.333307500,P106,2.2
898,2018-03-23 02:41:19.429484600,P107,2.43
899,2018-03-23 02:41:22.766675500,P108,1.96
900,2018-03-23 02:41:25.789848400,P109,1.94
901,2018-03-23 02:41:28.633011000,P110,1.97
902,2018-03-23 02:41:31.520176200,P111,2.15
903,2018-03-23 02:41:34.604352600,P112,1.49
904,2018-03-23 02:41:37.034491600,P113,2.46
905,2018-03-23 02:41:40.618696600,P114,1.99
906,2018-03-23 02:41:43.527863000,P115,2.89
907,2018-03-23 02:41:47.319079800,P116,2.36
908,2018-03-23 02:41:50.600267500,P117,1.94
909,2018-03-23 02:41:53.481432300,P118,2.42
910,2018-03-23 02:41:57.077638000,P119,1.94
911,2018-03-23 02:41:59.931801200,P120,1.96
912,2018-03-23 02:42:02.815966200,P121,1.96
913,2018-03-23 02:42:05.704131400,P122,2.37
914,2018-03-23 02:42:09.064323600,P123,1.48
915,2018-03-23 02:42:11.507463300,P124,2.0
916,2018-03-23 02:42:14.435630800,P125,2.12
917,2018-03-23 02:42:17.488805400,P126,1.51
918,2018-03-23 02:42:19.955946500,P127,1.49
919,2018-03-23 02:42:22.368084500,P128,1.97
920,2018-03-23 02:42:25.245249100,P129,2.56
921,2018-03-23 02:42:28.756449900,P130,1.94
922,2018-03-23 02:42:31.633614500,P131,1.52
923,2018-03-23 02:42:34.097755400,P132,1.99
924,2018-03-23 02:42:37.063925100,P133,1.73
925,2018-03-23 02:42:39.694075500,P134,2.16
926,2018-03-23 02:42:42.919260000,P135,2.4
927,2018-03-23 02:42:46.303453500,P136,1.85
928,2018-03-23 02:42:49.079612300,P137,2.2
929,2018-03-23 02:42:52.262794400,P138,1.52
930,2018-03-23 02:42:54.670932100,P139,1.5
931,2018-03-23 02:42:57.070069300,P140,1.49
932,2018-03-23 02:42:59.480207200,P141,1.75
933,2018-03-23 02:43:02.206363100,P142,2.62
934,2018-03-23 02:43:05.788568000,P143,2.01
935,2018-03-23 02:43:08.721735800,P144,1.71
936,2018-03-23 02:43:11.379887800,P145,2.38
937,2018-03-23 02:43:14.762081300,P146,1.53
938,2018-03-23 02:43:17.224222100,P147,1.51
939,2018-03-23 02:43:19.650360900,P148,1.47
940,2018-03-23 02:43:22.035497300,P149,1.71
941,2018-03-23 02:43:24.594643700,P150,2.43
942,2018-03-23 02:43:27.987837700,P151,2.02
943,2018-03-23 02:43:30.939006500,P152,1.51
944,2018-03-23 02:43:33.379146100,P153,1.52
945,2018-03-23 02:43:35.886289500,P154,1.97
946,2018-03-23 02:43:38.801456200,P155,1.49
947,2018-03-23 02:43:41.195593200,P156,2.16
948,2018-03-23 02:43:44.519783300,P157,2.01
949,2018-03-23 02:43:47.442950500,P158,1.51
950,2018-03-23 02:43:49.912091700,P159,2.65
951,2018-03-23 02:43:53.514297800,P160,1.95
952,2018-03-23 02:43:56.435464800,P161,1.5
953,2018-03-23 02:43:58.838602300,P162,1.47
954,2018-03-23 02:44:01.234739300,P163,1.93
955,2018-03-23 02:44:04.091902800,P164,1.51
956,2018-03-23 02:44:06.537042600,P165,2.37
957,2018-03-23 02:44:09.831231000,P166,1.49
958,2018-03-23 02:44:12.207366900,P167,1.94
959,2018-03-23 02:44:15.044529200,P168,2.25
960,2018-03-23 02:44:18.191709200,P169,1.96
961,2018-03-23 02:44:21.062873500,P170,1.48
962,2018-03-23 02:44:23.479011600,P171,1.52
963,2018-03-23 02:44:25.921151300,P172,1.51
964,2018-03-23 02:44:28.348290200,P173,1.94
965,2018-03-23 02:44:31.439467000,P174,2.01
966,2018-03-23 02:44:34.385635500,P175,1.47
967,2018-03-23 02:44:36.745770500,P176,1.95
968,2018-03-23 02:44:39.632935600,P177,1.93
969,2018-03-23 02:44:42.492099100,P178,1.97
970,2018-03-23 02:44:45.378264200,P179,1.52
971,2018-03-23 02:44:47.854405800,P180,1.92
972,2018-03-23 02:44:50.713569400,P181,1.47
973,2018-03-23 02:44:53.098705800,P182,3.07
974,2018-03-23 02:44:57.088934000,P183,1.94
975,2018-03-23 02:44:59.938097000,P184,1.5
976,2018-03-23 02:45:02.549246300,P185,1.96
977,2018-03-23 02:45:05.487414400,P186,1.95
978,2018-03-23 02:45:08.331577100,P187,1.96
979,2018-03-23 02:45:11.184740300,P188,2.0
980,2018-03-23 02:45:14.088906400,P189,1.97
981,2018-03-23 02:45:17.172082700,P190,2.64
982,2018-03-23 02:45:20.758287800,P191,1.47
983,2018-03-23 02:45:23.187426800,P192,1.95
984,2018-03-23 02:45:26.084592500,P193,1.51
985,2018-03-23 02:45:28.543733100,P194,1.53
986,2018-03-23 02:45:30.984872800,P195,1.49
987,2018-03-23 02:45:33.611023000,P196,1.48
988,2018-03-23 02:45:36.010160200,P197,2.16
989,2018-03-23 02:45:39.071335300,P198,1.96
990,2018-03-23 02:45:42.014503600,P199,2.65
991,2018-03-23 02:45:45.610709300,P200,1.98
992,2018-03-23 02:45:48.720887200,P201,1.95
993,2018-03-23 02:45:51.567050000,P202,1.96
994,2018-03-23 02:45:54.459215400,P203,1.9
995,2018-03-23 02:45:57.307378300,P204,2.47
996,2018-03-23 02:46:00.721573600,P205,1.98
997,2018-03-23 02:46:03.843752200,P206,1.96
998,2018-03-23 02:46:06.742918000,P207,1.47
999,2018-03-23 02:46:09.168056700,P208,1.75
1000,2018-03-23 02:46:11.830209000,P209,1.77
1001,2018-03-23 02:46:14.539363900,P210,2.02
1002,2018-03-23 02:46:17.519534400,P211,2.19
1003,2018-03-23 02:46:20.650713500,P212,1.94
1004,2018-03-23 02:46:23.523877800,P213,2.69
1005,2018-03-23 02:46:27.148085100,P214,2.19
1006,2018-03-23 02:46:30.248262400,P215,1.53
1007,2018-03-23 02:46:32.751405600,P216,1.54
1008,2018-03-23 02:46:35.381556000,P217,2.19
1009,2018-03-23 02:46:38.518735500,P218,1.49
1010,2018-03-23 02:46:40.948874500,P219,1.5
1011,2018-03-23 02:46:43.423016000,P220,2.18
1012,2018-03-23 02:46:46.542194400,P221,1.97
1013,2018-03-23 02:46:49.439360100,P222,1.98
1014,2018-03-23 02:46:52.335525800,P223,1.47
1015,2018-03-23 02:46:54.746663700,P224,2.17
1016,2018-03-23 02:46:57.868842200,P225,2.39
1017,2018-03-23 02:47:01.253035800,P226,1.95
1018,2018-03-23 02:47:04.156201900,P227,2.62
1019,2018-03-23 02:47:07.783409300,P228,1.52
1020,2018-03-23 02:47:10.248550300,P229,2.18
1021,2018-03-23 02:47:13.357728200,P230,2.19
1022,2018-03-23 02:47:16.446904800,P231,1.47
1023,2018-03-23 02:47:18.862043000,P232,2.46
1024,2018-03-23 02:47:22.279238400,P233,2.22
1025,2018-03-23 02:47:25.468420800,P234,2.25
1026,2018-03-23 02:47:28.681604600,P235,2.2
1027,2018-03-23 02:47:31.793782600,P236,2.65
1028,2018-03-23 02:47:35.405989200,P237,1.47
1029,2018-03-23 02:47:37.982136600,P238,2.42
1030,2018-03-23 02:47:41.362329900,P239,1.74
1031,2018-03-23 02:47:44.074485100,P240,1.94
1032,2018-03-23 02:47:46.963650300,P241,1.52
1033,2018-03-23 02:47:49.434791600,P242,1.5
1034,2018-03-23 02:47:51.883931700,P243,1.7
1035,2018-03-23 02:47:54.780097400,P243,2.12
1036,2018-03-23 02:48:04.781669400,P243,0.97
1037,2018-03-23 02:48:14.781241400,P243,1.0
1038,2018-03-23 02:48:24.780813300,P243,0.98
